* t0      : 3.300000E-007 *
* dt      : 2.500000E-011 *
* Samples : 2000 *
0.002125	0.000500	0.002500	-0.000375	0.000250	0.003125	0.000875	0.000000	0.004250	0.001375	0.003250
0.002125	0.000500	0.002625	-0.000125	0.000375	0.003250	0.001000	0.000125	0.004250	0.001250	0.003375
0.002125	0.000375	0.002625	0.000000	0.000500	0.003375	0.001000	0.000250	0.004375	0.001250	0.003500
0.002125	0.000375	0.002750	0.000125	0.000625	0.003375	0.001125	0.000375	0.004375	0.001125	0.003500
0.002125	0.000250	0.002750	0.000250	0.000750	0.003500	0.001125	0.000500	0.004375	0.001125	0.003625
0.002125	0.000250	0.002750	0.000375	0.000875	0.003625	0.001125	0.000625	0.004500	0.001000	0.003625
0.002125	0.000125	0.002750	0.000375	0.001000	0.003625	0.001125	0.000875	0.004500	0.001000	0.003625
0.002125	0.000000	0.002625	0.000375	0.001000	0.003750	0.001000	0.001000	0.004500	0.001000	0.003625
0.002125	0.000000	0.002625	0.000375	0.001125	0.003750	0.001000	0.001125	0.004500	0.000875	0.003500
0.002125	0.000000	0.002625	0.000250	0.001125	0.003750	0.000875	0.001375	0.004500	0.000875	0.003500
0.002125	-0.000125	0.002500	0.000125	0.001125	0.003750	0.000875	0.001500	0.004375	0.000875	0.003375
0.002125	-0.000125	0.002500	0.000000	0.001125	0.003750	0.000750	0.001625	0.004375	0.001000	0.003250
0.002125	0.000000	0.002375	-0.000125	0.001125	0.003750	0.000625	0.001750	0.004375	0.001000	0.003125
0.002125	0.000000	0.002250	-0.000375	0.001125	0.003750	0.000625	0.001875	0.004375	0.001000	0.003000
0.002125	0.000000	0.002250	-0.000500	0.001000	0.003625	0.000500	0.002000	0.004250	0.001125	0.002875
0.002125	0.000125	0.002125	-0.000750	0.001000	0.003625	0.000375	0.002125	0.004250	0.001250	0.002750
0.002125	0.000250	0.002000	-0.000875	0.001000	0.003500	0.000375	0.002250	0.004250	0.001375	0.002625
0.002125	0.000375	0.002000	-0.001125	0.001000	0.003500	0.000375	0.002250	0.004125	0.001500	0.002500
0.002125	0.000500	0.001875	-0.001250	0.000875	0.003375	0.000375	0.002375	0.004125	0.001625	0.002375
0.002125	0.000750	0.001875	-0.001500	0.000875	0.003375	0.000250	0.002375	0.004125	0.001750	0.002375
0.002000	0.000875	0.001875	-0.001625	0.000875	0.003250	0.000250	0.002500	0.004000	0.002000	0.002250
0.002000	0.001125	0.001750	-0.001750	0.000875	0.003250	0.000375	0.002500	0.004000	0.002125	0.002250
0.002000	0.001250	0.001750	-0.001875	0.000750	0.003125	0.000375	0.002500	0.004000	0.002250	0.002250
0.002000	0.001500	0.001750	-0.002000	0.000750	0.003125	0.000375	0.002500	0.003875	0.002375	0.002250
0.002000	0.001625	0.001750	-0.002125	0.000875	0.003000	0.000500	0.002500	0.003875	0.002500	0.002250
0.001875	0.001875	0.001750	-0.002250	0.000875	0.002875	0.000500	0.002375	0.003875	0.002625	0.002375
0.001875	0.002000	0.001750	-0.002250	0.000875	0.002875	0.000625	0.002375	0.003875	0.002625	0.002375
0.001875	0.002125	0.001875	-0.002375	0.000875	0.002750	0.000750	0.002375	0.003750	0.002750	0.002500
0.001750	0.002250	0.001875	-0.002375	0.001000	0.002750	0.000750	0.002250	0.003750	0.002750	0.002625
0.001750	0.002250	0.002000	-0.002375	0.001000	0.002625	0.000875	0.002250	0.003750	0.002750	0.002750
0.001750	0.002375	0.002125	-0.002500	0.001125	0.002625	0.000875	0.002125	0.003750	0.002750	0.002750
0.001625	0.002375	0.002250	-0.002500	0.001250	0.002500	0.001000	0.002125	0.003750	0.002750	0.002875
0.001625	0.002250	0.002250	-0.002500	0.001375	0.002500	0.001000	0.002000	0.003625	0.002750	0.003000
0.001625	0.002250	0.002375	-0.002500	0.001500	0.002375	0.001000	0.002000	0.003625	0.002625	0.003125
0.001625	0.002125	0.002500	-0.002500	0.001625	0.002375	0.001000	0.001875	0.003625	0.002500	0.003125
0.001625	0.002000	0.002625	-0.002375	0.001625	0.002250	0.001000	0.001750	0.003625	0.002500	0.003250
0.001625	0.001750	0.002875	-0.002375	0.001750	0.002250	0.001000	0.001750	0.003500	0.002375	0.003250
0.001625	0.001625	0.003000	-0.002375	0.001875	0.002250	0.001000	0.001625	0.003500	0.002250	0.003250
0.001625	0.001375	0.003125	-0.002375	0.002000	0.002250	0.001000	0.001625	0.003500	0.002125	0.003250
0.001625	0.001125	0.003250	-0.002375	0.002125	0.002125	0.000875	0.001500	0.003500	0.002125	0.003250
0.001625	0.001000	0.003250	-0.002375	0.002125	0.002125	0.000875	0.001375	0.003375	0.002000	0.003125
0.001625	0.000750	0.003375	-0.002250	0.002250	0.002125	0.000750	0.001375	0.003375	0.001875	0.003125
0.001750	0.000500	0.003500	-0.002250	0.002250	0.002125	0.000625	0.001250	0.003375	0.001875	0.003000
0.001750	0.000250	0.003625	-0.002250	0.002375	0.002125	0.000625	0.001250	0.003375	0.001750	0.002875
0.001750	0.000125	0.003625	-0.002125	0.002375	0.002125	0.000500	0.001125	0.003375	0.001750	0.002750
0.001875	-0.000125	0.003625	-0.002125	0.002375	0.002250	0.000375	0.001125	0.003375	0.001750	0.002625
0.001875	-0.000250	0.003625	-0.002125	0.002375	0.002250	0.000250	0.001000	0.003375	0.001750	0.002500
0.001875	-0.000375	0.003625	-0.002000	0.002375	0.002250	0.000250	0.001000	0.003375	0.001875	0.002375
0.001875	-0.000375	0.003625	-0.002000	0.002375	0.002375	0.000125	0.000875	0.003375	0.001875	0.002125
0.001875	-0.000375	0.003625	-0.002000	0.002250	0.002375	0.000125	0.000875	0.003375	0.001875	0.002125
0.001875	-0.000375	0.003500	-0.001875	0.002250	0.002500	0.000000	0.000750	0.003500	0.002000	0.002000
0.001875	-0.000375	0.003500	-0.001875	0.002125	0.002500	0.000000	0.000750	0.003500	0.002125	0.001875
0.001875	-0.000250	0.003375	-0.001750	0.002000	0.002625	0.000000	0.000750	0.003625	0.002250	0.001875
0.001875	-0.000250	0.003250	-0.001750	0.002000	0.002750	0.000000	0.000625	0.003625	0.002250	0.001875
0.001875	0.000000	0.003125	-0.001750	0.001875	0.002750	0.000000	0.000625	0.003750	0.002375	0.001875
0.001750	0.000125	0.003000	-0.001625	0.001750	0.002875	0.000125	0.000500	0.003875	0.002500	0.001875
0.001750	0.000250	0.002875	-0.001625	0.001625	0.002875	0.000125	0.000500	0.003875	0.002625	0.001875
0.001625	0.000500	0.002750	-0.001625	0.001500	0.003000	0.000250	0.000500	0.004000	0.002625	0.002000
0.001625	0.000625	0.002625	-0.001625	0.001375	0.003125	0.000375	0.000375	0.004125	0.002750	0.002125
0.001500	0.000875	0.002500	-0.001625	0.001250	0.003125	0.000500	0.000375	0.004125	0.002750	0.002375
0.001500	0.001125	0.002375	-0.001625	0.001250	0.003125	0.000625	0.000375	0.004250	0.002875	0.002500
0.001375	0.001250	0.002375	-0.001625	0.001125	0.003250	0.000750	0.000375	0.004375	0.002875	0.002750
0.001375	0.001500	0.002250	-0.001625	0.001000	0.003250	0.000875	0.000250	0.004375	0.002875	0.002875
0.001375	0.001625	0.002125	-0.001625	0.001000	0.003250	0.001000	0.000250	0.004500	0.002750	0.003125
0.001250	0.001750	0.002125	-0.001625	0.000875	0.003375	0.001250	0.000250	0.004500	0.002750	0.003375
0.001250	0.001875	0.002125	-0.001625	0.000875	0.003375	0.001375	0.000250	0.004500	0.002750	0.003625
0.001250	0.001875	0.002125	-0.001625	0.000875	0.003375	0.001500	0.000250	0.004625	0.002625	0.003750
0.001250	0.001875	0.002125	-0.001500	0.000875	0.003375	0.001625	0.000250	0.004625	0.002500	0.004000
0.001250	0.002000	0.002125	-0.001500	0.000875	0.003375	0.001875	0.000250	0.004625	0.002375	0.004125
0.001375	0.001875	0.002250	-0.001500	0.000875	0.003375	0.002000	0.000250	0.004625	0.002250	0.004375
0.001375	0.001875	0.002375	-0.001500	0.001000	0.003375	0.002125	0.000250	0.004500	0.002125	0.004500
0.001500	0.001875	0.002500	-0.001500	0.001000	0.003375	0.002250	0.000375	0.004500	0.002125	0.004500
0.001500	0.001750	0.002625	-0.001375	0.001125	0.003375	0.002375	0.000375	0.004375	0.002000	0.004625
0.001625	0.001625	0.002750	-0.001375	0.001250	0.003375	0.002375	0.000375	0.004375	0.001875	0.004625
0.001750	0.001500	0.002875	-0.001250	0.001250	0.003500	0.002500	0.000375	0.004250	0.001750	0.004750
0.001875	0.001500	0.003000	-0.001250	0.001375	0.003500	0.002500	0.000500	0.004250	0.001625	0.004750
0.002000	0.001375	0.003250	-0.001125	0.001500	0.003500	0.002500	0.000500	0.004125	0.001625	0.004625
0.002125	0.001250	0.003375	-0.001000	0.001625	0.003500	0.002625	0.000625	0.004000	0.001500	0.004625
0.002250	0.001125	0.003625	-0.001000	0.001750	0.003625	0.002625	0.000750	0.004000	0.001500	0.004500
0.002375	0.001000	0.003750	-0.000875	0.001875	0.003625	0.002500	0.000750	0.003875	0.001500	0.004500
0.002500	0.001000	0.003875	-0.000750	0.002000	0.003750	0.002500	0.000875	0.003750	0.001500	0.004375
0.002625	0.000875	0.004125	-0.000625	0.002125	0.003750	0.002500	0.001000	0.003750	0.001625	0.004250
0.002750	0.000875	0.004250	-0.000500	0.002375	0.003875	0.002375	0.001125	0.003625	0.001625	0.004125
0.002875	0.000875	0.004375	-0.000375	0.002500	0.003875	0.002375	0.001125	0.003625	0.001750	0.004000
0.003000	0.000875	0.004375	-0.000375	0.002625	0.004000	0.002250	0.001250	0.003625	0.001750	0.004000
0.003000	0.000875	0.004500	-0.000250	0.002750	0.004125	0.002125	0.001375	0.003625	0.001875	0.003875
0.003125	0.001000	0.004625	-0.000125	0.002875	0.004125	0.002125	0.001500	0.003625	0.002000	0.003750
0.003125	0.001000	0.004625	-0.000125	0.003000	0.004250	0.002000	0.001625	0.003625	0.002250	0.003750
0.003125	0.001125	0.004625	0.000000	0.003125	0.004375	0.001875	0.001750	0.003625	0.002375	0.003750
0.003125	0.001250	0.004625	0.000000	0.003250	0.004375	0.001750	0.001875	0.003625	0.002500	0.003750
0.003125	0.001375	0.004625	0.000125	0.003250	0.004500	0.001750	0.002000	0.003750	0.002625	0.003625
0.003125	0.001500	0.004625	0.000125	0.003375	0.004500	0.001625	0.002125	0.003750	0.002750	0.003625
0.003125	0.001750	0.004500	0.000125	0.003375	0.004625	0.001625	0.002250	0.003875	0.002875	0.003750
0.003125	0.001875	0.004500	0.000250	0.003500	0.004625	0.001500	0.002375	0.003875	0.003125	0.003750
0.003125	0.002000	0.004375	0.000250	0.003500	0.004625	0.001500	0.002500	0.004000	0.003250	0.003875
0.003125	0.002250	0.004250	0.000250	0.003500	0.004750	0.001500	0.002500	0.004125	0.003375	0.003875
0.003000	0.002375	0.004125	0.000250	0.003500	0.004750	0.001500	0.002625	0.004125	0.003375	0.003875
0.003000	0.002500	0.004000	0.000250	0.003500	0.004750	0.001500	0.002750	0.004250	0.003500	0.004000
0.003000	0.002625	0.003875	0.000375	0.003500	0.004750	0.001500	0.002750	0.004250	0.003625	0.004125
0.003000	0.002875	0.003750	0.000375	0.003500	0.004625	0.001500	0.002875	0.004375	0.003625	0.004125
0.003000	0.002875	0.003625	0.000375	0.003375	0.004625	0.001625	0.002875	0.004375	0.003750	0.004250
0.003000	0.003000	0.003500	0.000375	0.003375	0.004625	0.001625	0.002875	0.004500	0.003750	0.004250
0.003000	0.003125	0.003500	0.000375	0.003250	0.004500	0.001750	0.003000	0.004500	0.003750	0.004250
0.003000	0.003250	0.003375	0.000500	0.003125	0.004500	0.001750	0.003000	0.004500	0.003750	0.004375
0.003125	0.003250	0.003250	0.000500	0.003000	0.004375	0.001875	0.003000	0.004500	0.003750	0.004375
0.003125	0.003375	0.003125	0.000500	0.002875	0.004375	0.001875	0.003000	0.004500	0.003750	0.004375
0.003250	0.003375	0.003125	0.000500	0.002750	0.004250	0.002000	0.003000	0.004500	0.003750	0.004375
0.003250	0.003375	0.003000	0.000500	0.002625	0.004125	0.002125	0.003000	0.004500	0.003750	0.004375
0.003375	0.003375	0.003000	0.000500	0.002625	0.004125	0.002125	0.003000	0.004500	0.003625	0.004375
0.003375	0.003375	0.003000	0.000625	0.002500	0.004000	0.002125	0.003000	0.004500	0.003625	0.004375
0.003500	0.003375	0.003000	0.000625	0.002375	0.003875	0.002250	0.003000	0.004500	0.003625	0.004375
0.003625	0.003250	0.003000	0.000625	0.002250	0.003750	0.002250	0.003000	0.004500	0.003500	0.004375
0.003625	0.003250	0.003125	0.000625	0.002125	0.003625	0.002250	0.003000	0.004375	0.003500	0.004250
0.003750	0.003125	0.003125	0.000500	0.002125	0.003625	0.002250	0.003000	0.004375	0.003375	0.004250
0.003750	0.003000	0.003250	0.000500	0.002000	0.003500	0.002250	0.003000	0.004375	0.003375	0.004250
0.003875	0.003000	0.003250	0.000500	0.002000	0.003375	0.002250	0.003000	0.004375	0.003375	0.004250
0.003875	0.002875	0.003375	0.000500	0.001875	0.003375	0.002125	0.003000	0.004375	0.003250	0.004250
0.003875	0.002750	0.003500	0.000375	0.001875	0.003250	0.002125	0.003000	0.004375	0.003250	0.004125
0.004000	0.002625	0.003625	0.000375	0.001875	0.003250	0.002000	0.003000	0.004375	0.003250	0.004125
0.004000	0.002500	0.003750	0.000250	0.001875	0.003125	0.001875	0.003000	0.004375	0.003125	0.004125
0.004000	0.002375	0.003875	0.000250	0.001875	0.003125	0.001750	0.002875	0.004375	0.003125	0.004125
0.004000	0.002250	0.004000	0.000125	0.001875	0.003125	0.001625	0.002875	0.004375	0.003125	0.004125
0.003875	0.002125	0.004125	0.000125	0.002000	0.003125	0.001625	0.002875	0.004375	0.003125	0.004125
0.003875	0.002000	0.004250	0.000125	0.002000	0.003125	0.001500	0.002875	0.004500	0.003000	0.004125
0.003875	0.001750	0.004375	0.000000	0.002125	0.003125	0.001375	0.002875	0.004500	0.003000	0.004125
0.003750	0.001625	0.004500	0.000000	0.002125	0.003125	0.001250	0.002875	0.004500	0.003000	0.004125
0.003750	0.001500	0.004625	0.000000	0.002250	0.003125	0.001125	0.002875	0.004625	0.003000	0.004125
0.003625	0.001375	0.004750	-0.000125	0.002250	0.003250	0.001000	0.002875	0.004625	0.003000	0.004125
0.003625	0.001250	0.004750	-0.000125	0.002375	0.003250	0.001000	0.002750	0.004625	0.003000	0.004125
0.003500	0.001125	0.004750	-0.000125	0.002375	0.003375	0.000875	0.002750	0.004625	0.003000	0.004000
0.003375	0.001125	0.004875	0.000000	0.002375	0.003375	0.000875	0.002625	0.004625	0.003000	0.004000
0.003250	0.001000	0.004875	0.000000	0.002500	0.003500	0.000875	0.002625	0.004625	0.003000	0.004000
0.003250	0.000875	0.004750	0.000000	0.002500	0.003625	0.000875	0.002500	0.004625	0.003000	0.004000
0.003125	0.000875	0.004750	0.000125	0.002500	0.003625	0.000875	0.002500	0.004625	0.003000	0.004000
0.003125	0.000875	0.004750	0.000125	0.002500	0.003750	0.000875	0.002375	0.004625	0.003000	0.004000
0.003000	0.000875	0.004625	0.000250	0.002500	0.003875	0.001000	0.002375	0.004625	0.003125	0.004000
0.003000	0.000875	0.004500	0.000375	0.002500	0.003875	0.001000	0.002250	0.004500	0.003125	0.004000
0.002875	0.000875	0.004375	0.000375	0.002500	0.004000	0.001125	0.002125	0.004500	0.003125	0.004000
0.002875	0.001000	0.004375	0.000500	0.002375	0.004000	0.001250	0.002000	0.004375	0.003125	0.004000
0.002875	0.001000	0.004250	0.000625	0.002375	0.004125	0.001250	0.002000	0.004375	0.003125	0.004000
0.002875	0.001125	0.004125	0.000625	0.002250	0.004125	0.001375	0.001875	0.004250	0.003250	0.004000
0.002750	0.001250	0.003875	0.000750	0.002250	0.004250	0.001375	0.001750	0.004125	0.003250	0.004000
0.002750	0.001375	0.003750	0.000750	0.002125	0.004250	0.001500	0.001625	0.004125	0.003250	0.004000
0.002750	0.001500	0.003625	0.000750	0.002000	0.004250	0.001500	0.001625	0.004000	0.003250	0.004125
0.002750	0.001625	0.003500	0.000750	0.002000	0.004250	0.001625	0.001500	0.003875	0.003250	0.004125
0.002875	0.001875	0.003375	0.000750	0.001875	0.004250	0.001625	0.001375	0.003750	0.003250	0.004125
0.002875	0.002000	0.003250	0.000750	0.001750	0.004250	0.001625	0.001375	0.003750	0.003250	0.004250
0.002875	0.002125	0.003250	0.000625	0.001750	0.004250	0.001625	0.001250	0.003625	0.003250	0.004250
0.002875	0.002375	0.003125	0.000625	0.001625	0.004250	0.001500	0.001250	0.003500	0.003250	0.004375
0.002875	0.002500	0.003125	0.000500	0.001625	0.004125	0.001500	0.001250	0.003500	0.003250	0.004500
0.002875	0.002625	0.003000	0.000375	0.001500	0.004125	0.001375	0.001125	0.003500	0.003250	0.004500
0.002875	0.002750	0.003000	0.000250	0.001500	0.004125	0.001375	0.001125	0.003375	0.003125	0.004625
0.002875	0.002875	0.003000	0.000125	0.001375	0.004000	0.001250	0.001125	0.003375	0.003125	0.004625
0.002750	0.002875	0.003000	0.000000	0.001375	0.004000	0.001125	0.001125	0.003375	0.003125	0.004750
0.002750	0.002875	0.003000	-0.000125	0.001375	0.003875	0.001000	0.001125	0.003375	0.003000	0.004750
0.002750	0.002875	0.003000	-0.000250	0.001375	0.003875	0.000875	0.001125	0.003500	0.003000	0.004750
0.002750	0.002875	0.003000	-0.000375	0.001375	0.003750	0.000750	0.001125	0.003500	0.002875	0.004875
0.002625	0.002875	0.003000	-0.000500	0.001375	0.003625	0.000625	0.001125	0.003500	0.002875	0.004875
0.002625	0.002750	0.003000	-0.000625	0.001500	0.003625	0.000500	0.001125	0.003625	0.002750	0.004750
0.002625	0.002625	0.003125	-0.000625	0.001500	0.003625	0.000375	0.001125	0.003750	0.002750	0.004750
0.002500	0.002500	0.003125	-0.000750	0.001500	0.003500	0.000250	0.001125	0.003875	0.002625	0.004750
0.002500	0.002250	0.003125	-0.000750	0.001625	0.003500	0.000250	0.001125	0.003875	0.002625	0.004625
0.002375	0.002000	0.003125	-0.000750	0.001625	0.003375	0.000125	0.001250	0.004000	0.002500	0.004625
0.002375	0.001875	0.003250	-0.000750	0.001750	0.003375	0.000125	0.001250	0.004125	0.002500	0.004500
0.002375	0.001625	0.003250	-0.000625	0.001750	0.003375	0.000125	0.001250	0.004250	0.002500	0.004375
0.002250	0.001250	0.003250	-0.000625	0.001875	0.003375	0.000125	0.001250	0.004375	0.002500	0.004250
0.002250	0.001000	0.003250	-0.000500	0.002000	0.003375	0.000250	0.001250	0.004500	0.002500	0.004125
0.002250	0.000750	0.003125	-0.000375	0.002000	0.003250	0.000250	0.001250	0.004625	0.002500	0.004000
0.002125	0.000500	0.003125	-0.000250	0.002125	0.003250	0.000375	0.001250	0.004625	0.002500	0.003750
0.002125	0.000250	0.003125	0.000000	0.002125	0.003250	0.000375	0.001250	0.004750	0.002500	0.003625
0.002125	0.000000	0.003000	0.000125	0.002250	0.003250	0.000500	0.001250	0.004750	0.002625	0.003500
0.002125	-0.000125	0.003000	0.000250	0.002250	0.003250	0.000625	0.001250	0.004750	0.002625	0.003375
0.002125	-0.000375	0.002875	0.000500	0.002375	0.003375	0.000750	0.001250	0.004875	0.002750	0.003250
0.002125	-0.000500	0.002875	0.000625	0.002375	0.003375	0.000875	0.001250	0.004875	0.002750	0.003250
0.002125	-0.000625	0.002750	0.000750	0.002375	0.003375	0.001000	0.001125	0.004750	0.002875	0.003125
0.002125	-0.000625	0.002625	0.000875	0.002375	0.003375	0.001125	0.001125	0.004750	0.003000	0.003000
0.002125	-0.000625	0.002500	0.001000	0.002375	0.003375	0.001125	0.001125	0.004750	0.003000	0.003000
0.002125	-0.000625	0.002500	0.001000	0.002375	0.003375	0.001250	0.001000	0.004625	0.003125	0.003000
0.002125	-0.000625	0.002375	0.001125	0.002375	0.003375	0.001375	0.001000	0.004625	0.003125	0.003000
0.002125	-0.000500	0.002250	0.001125	0.002375	0.003375	0.001375	0.001000	0.004500	0.003250	0.003000
0.002000	-0.000375	0.002125	0.001125	0.002375	0.003375	0.001375	0.000875	0.004375	0.003250	0.003125
0.002000	-0.000250	0.002000	0.001000	0.002250	0.003375	0.001375	0.000875	0.004250	0.003250	0.003125
0.002000	0.000000	0.002000	0.000875	0.002250	0.003250	0.001375	0.000875	0.004125	0.003375	0.003250
0.002000	0.000125	0.001875	0.000750	0.002250	0.003250	0.001375	0.000750	0.004125	0.003375	0.003375
0.002000	0.000375	0.001750	0.000625	0.002125	0.003250	0.001375	0.000750	0.004000	0.003375	0.003500
0.001875	0.000625	0.001750	0.000500	0.002125	0.003250	0.001375	0.000625	0.003875	0.003250	0.003625
0.001875	0.000750	0.001625	0.000250	0.002000	0.003125	0.001375	0.000625	0.003750	0.003250	0.003750
0.001750	0.001000	0.001625	0.000000	0.001875	0.003125	0.001250	0.000500	0.003750	0.003250	0.003875
0.001750	0.001250	0.001500	-0.000250	0.001875	0.003000	0.001250	0.000500	0.003625	0.003125	0.004000
0.001625	0.001375	0.001500	-0.000500	0.001750	0.003000	0.001125	0.000375	0.003625	0.003000	0.004125
0.001625	0.001625	0.001375	-0.000750	0.001625	0.003000	0.001125	0.000375	0.003625	0.002875	0.004250
0.001625	0.001750	0.001375	-0.001000	0.001625	0.002875	0.001000	0.000375	0.003625	0.002875	0.004250
0.001500	0.001875	0.001375	-0.001250	0.001500	0.002750	0.001000	0.000250	0.003625	0.002750	0.004375
0.001500	0.001875	0.001250	-0.001500	0.001500	0.002750	0.001000	0.000250	0.003625	0.002625	0.004375
0.001375	0.002000	0.001250	-0.001750	0.001500	0.002750	0.000875	0.000250	0.003625	0.002500	0.004500
0.001375	0.002000	0.001250	-0.001875	0.001375	0.002625	0.000875	0.000250	0.003750	0.002375	0.004500
0.001375	0.002000	0.001250	-0.002000	0.001375	0.002625	0.000875	0.000250	0.003875	0.002250	0.004500
0.001250	0.001875	0.001250	-0.002125	0.001375	0.002500	0.000875	0.000250	0.003875	0.002125	0.004375
0.001250	0.001750	0.001250	-0.002250	0.001375	0.002500	0.000875	0.000250	0.004000	0.002000	0.004375
0.001250	0.001625	0.001250	-0.002250	0.001375	0.002500	0.000875	0.000250	0.004125	0.002000	0.004250
0.001250	0.001500	0.001250	-0.002250	0.001375	0.002500	0.000750	0.000375	0.004250	0.001875	0.004125
0.001250	0.001250	0.001250	-0.002250	0.001375	0.002500	0.000750	0.000375	0.004250	0.001875	0.004000
0.001250	0.001125	0.001375	-0.002250	0.001500	0.002500	0.000750	0.000375	0.004375	0.001875	0.003875
0.001250	0.000875	0.001375	-0.002125	0.001500	0.002500	0.000750	0.000500	0.004500	0.001750	0.003750
0.001250	0.000750	0.001375	-0.002000	0.001625	0.002500	0.000750	0.000500	0.004500	0.001750	0.003625
0.001375	0.000500	0.001375	-0.001875	0.001625	0.002625	0.000750	0.000500	0.004625	0.001750	0.003500
0.001375	0.000250	0.001500	-0.001625	0.001625	0.002625	0.000625	0.000625	0.004625	0.001875	0.003375
0.001375	0.000125	0.001500	-0.001375	0.001750	0.002625	0.000625	0.000625	0.004625	0.001875	0.003125
0.001500	-0.000125	0.001500	-0.001250	0.001750	0.002750	0.000625	0.000625	0.004625	0.001875	0.003000
0.001500	-0.000250	0.001625	-0.001000	0.001875	0.002750	0.000500	0.000625	0.004625	0.002000	0.002875
0.001500	-0.000375	0.001625	-0.000750	0.001875	0.002875	0.000375	0.000625	0.004500	0.002000	0.002750
0.001625	-0.000500	0.001625	-0.000500	0.001875	0.002875	0.000375	0.000625	0.004500	0.002125	0.002625
0.001625	-0.000625	0.001625	-0.000375	0.001875	0.002875	0.000250	0.000625	0.004375	0.002125	0.002500
0.001625	-0.000625	0.001750	-0.000125	0.001875	0.003000	0.000125	0.000625	0.004250	0.002125	0.002500
0.001750	-0.000625	0.001750	0.000000	0.001875	0.003000	0.000125	0.000500	0.004000	0.002250	0.002375
0.001750	-0.000750	0.001750	0.000125	0.001875	0.003000	0.000000	0.000500	0.003875	0.002250	0.002375
0.001750	-0.000625	0.001625	0.000250	0.001750	0.003000	-0.000125	0.000375	0.003625	0.002250	0.002375
0.001875	-0.000625	0.001625	0.000250	0.001625	0.002875	-0.000125	0.000250	0.003375	0.002250	0.002250
0.001875	-0.000625	0.001625	0.000375	0.001500	0.002875	-0.000250	0.000125	0.003125	0.002250	0.002250
0.002000	-0.000500	0.001500	0.000250	0.001375	0.002750	-0.000375	0.000000	0.002875	0.002250	0.002250
0.002000	-0.000500	0.001500	0.000250	0.001250	0.002625	-0.000375	-0.000125	0.002750	0.002125	0.002250
0.002125	-0.000375	0.001375	0.000125	0.001125	0.002500	-0.000500	-0.000250	0.002375	0.002125	0.002375
0.002125	-0.000250	0.001250	0.000000	0.000875	0.002375	-0.000500	-0.000500	0.002250	0.002000	0.002375
0.002125	-0.000125	0.001125	-0.000125	0.000750	0.002250	-0.000500	-0.000625	0.002000	0.002000	0.002375
0.002250	-0.000125	0.001125	-0.000375	0.000500	0.002125	-0.000500	-0.000750	0.001750	0.001875	0.002500
0.002250	0.000000	0.001000	-0.000625	0.000250	0.001875	-0.000500	-0.000875	0.001625	0.001750	0.002500
